station_name,1R,1K,1DK,1LDK,2K,2DK,2LDK,3K,3DK,3LDK,4K,4DK,pref_cd,lon,lat
都賀,4.21,4.48,5.32,6.97,4.22,5.9,6.9,,7.08,6.9,,,12.0,140.149222,35.636088
四街道,5.6,5.09,,6.39,,5.16,,,,,,,12.0,140.165023,35.662756
物井,,4.26,,7.4,,,,,,,,,12.0,140.20026299999998,35.68566
佐倉,5.5,5.19,,6.98,,4.86,7.86,,,,,,12.0,140.226722,35.709742999999996
南酒々井,,,,,,,,,,,,,12.0,140.267828,35.704217
榎戸,,4.95,,,,,,,,,,,12.0,140.288136,35.683966999999996
八街,,,,,,4.5,5.83,,,,,,12.0,140.317304,35.663228000000004
日向,,,,,,,,,,,,,12.0,140.362447,35.628402
成東,,4.38,,,,,,,,,,,12.0,140.410109,35.608513
松尾,,,,,,,,,,,,,12.0,140.45758700000002,35.63604
横芝,,,,,,,,,,,,,12.0,140.490736,35.661739000000004
飯倉,,,,,,4.86,,,,,,,12.0,140.52232800000002,35.685638
八日市場,,,,,,,,,,,,,12.0,140.552419,35.699317
干潟,,,,,,,,,,,,,12.0,140.603304,35.718308
旭,,,,,,,,,,,,,12.0,140.65504099999998,35.721831
飯岡,,,,,,,,,,,,,12.0,140.683896,35.729339
倉橋,,,,,,,,,,,,,12.0,140.71401799999998,35.737836
猿田,,,,,,,,,,,,,12.0,140.7374,35.747383
松岸,,3.88,,,,,,,,,,,12.0,140.795143,35.739385999999996
銚子,,3.84,,,,,,,,,,,12.0,140.827557,35.729449
西立川,4.83,5.57,,,,7.8,14.36,,,,,,13.0,139.39355600000002,35.703526000000004
東中神,4.8,6.18,5.32,8.3,5.0,,,,,,,,13.0,139.38452900000001,35.706337
中神,4.51,6.19,,8.36,,6.54,,,,,,,13.0,139.375816,35.709058
昭島,6.0,4.95,,8.44,,7.31,9.15,,,,,,13.0,139.361564,35.713305
拝島,3.97,4.65,,,,6.71,,,,,,,13.0,139.343468,35.721278000000005
牛浜,,4.18,,6.89,,6.01,7.68,,7.1,,,,13.0,139.333677,35.734547
福生,5.83,5.06,4.92,7.42,,6.22,8.44,,6.81,,,,13.0,139.32776299999998,35.742456
羽村,,5.2,,7.8,,5.83,,,6.16,,,,13.0,139.31618799999998,35.758072999999996
小作,4.93,5.95,,7.45,,6.51,6.24,,6.37,7.53,,,13.0,139.302233,35.776047999999996
河辺,5.28,5.22,,7.49,,6.77,8.01,,,,,,13.0,139.284032,35.784729999999996
東青梅,,3.87,,6.79,,,6.94,,,,,,13.0,139.272841,35.789768
青梅,,4.65,,,,,,,,,,,13.0,139.258096,35.790512
宮ノ平,,,,,,,,,,,,,13.0,139.23728899999998,35.787545
日向和田,,,,,,,,,,,,,13.0,139.229515,35.788665
石神前,,,,,,,5.13,,,,,,13.0,139.225096,35.79683
二俣尾,,,,,,,,,,,,,13.0,139.216161,35.803946
軍畑,,,,,,,,,,,,,13.0,139.207431,35.807382000000004
沢井,,,,,,,,,,,,,13.0,139.193324,35.80594
御嶽,,,,,,,,,,,,,13.0,139.18258899999998,35.801468
川井,,,,,,,,,,,,,13.0,139.16429,35.813697
古里,,,,,,,,,,,,,13.0,139.152102,35.816247
鳩ノ巣,,,,,,,,,,,,,13.0,139.12893200000002,35.815127000000004
白丸,,,,,,,,,,,,,13.0,139.11486100000002,35.811735
奥多摩,,,,,,,,,,,,,13.0,139.09696100000002,35.809357
北八王子,,5.5,,,,7.6,,,,,,,13.0,139.363348,35.669232
小宮,4.23,4.33,,7.86,,4.45,,,6.8,,,,13.0,139.368481,35.685798999999996
東福生,,4.91,,5.77,,5.94,,,7.09,,,,13.0,139.33594,35.745810999999996
箱根ケ崎,,4.72,,,,,,,,,,,13.0,139.34680500000002,35.771158
金子,,,,5.3,,,6.3,,,,,,11.0,139.328546,35.810821999999995
東飯能,4.74,5.2,,7.53,,,,,,,,,11.0,139.325965,35.852928000000006
高麗川,,4.42,,,,,6.99,,,,,,11.0,139.33809,35.896328000000004
毛呂,,4.39,,6.43,,,,,,,,,11.0,139.30923700000002,35.940806
越生,,3.9,,,,,5.61,,,,,,11.0,139.299437,35.962559000000006
明覚,,,,,,,,,,,,,11.0,139.28878899999998,36.003309
小川町,,,,,,,,,,,,,11.0,139.260412,36.05903
竹沢,,,,,,,,,,,,,11.0,139.229952,36.075466
折原,,,,,,,,,,,,,11.0,139.19520500000002,36.096296
寄居,,,,,,,5.66,,,,,,11.0,139.194224,36.118013
用土,,,,,,,5.71,,,,,,11.0,139.200758,36.153858
松久,,,,,,,,,,,,,11.0,139.182127,36.172938
児玉,,4.01,,4.88,,,,,,,,,11.0,139.13582,36.192624
丹荘,,3.8,,,,,,,,,,,11.0,139.102306,36.216668
熊川,3.48,4.49,,6.4,,5.73,,,6.86,,,,13.0,139.33584,35.728321
東秋留,,,,5.5,,,,,,,,,13.0,139.31166499999998,35.725904
秋川,,4.48,,5.98,,5.58,,,6.31,,,,13.0,139.286715,35.727998
武蔵引田,,,5.95,6.15,,,,,,,,,13.0,139.26990700000002,35.729711
武蔵増戸,,3.34,,6.43,,,6.4,,,,,,13.0,139.256355,35.730961
武蔵五日市,,,,,,,8.8,,,,,,13.0,139.228039,35.732248
本庄早稲田,5.48,,,,,,,,,,,,,,
落合,7.42,8.27,10.84,14.84,9.95,12.0,17.65,,,21.07,,,13.0,139.687284,35.710976
早稲田,8.06,8.52,11.85,14.48,,12.38,,,,,,,13.0,139.721319,35.705723
神楽坂,9.44,9.92,12.43,18.12,13.49,13.14,27.49,,,29.9,,,13.0,139.734546,35.703790000000005
九段下,10.86,10.39,15.17,19.39,,17.9,29.17,,,,,,13.0,139.751948,35.695589
竹橋,10.04,11.71,,22.24,,,,,,,,,13.0,139.75681699999998,35.690661999999996
大手町,11.66,10.45,,17.15,,,,,,,,,13.0,139.7662,35.686564000000004
日本橋,11.62,9.38,16.14,17.58,,,,,,,,,13.0,139.773516,35.682078000000004
茅場町,10.87,9.52,14.05,17.76,,16.54,23.39,,,32.1,,,13.0,139.78000500000002,35.679752
門前仲町,9.7,9.56,11.39,13.89,10.66,12.03,21.82,,,,,,13.0,139.796209,35.671851000000004
木場,9.04,9.38,11.42,12.23,9.27,9.96,16.27,,,18.43,,,13.0,139.807042,35.669351
東陽町,9.1,9.29,11.26,13.32,9.53,10.82,18.51,,,18.75,,,13.0,139.817596,35.669629
南砂町,7.14,8.56,9.92,14.08,,,17.43,,,,,,13.0,139.83065,35.668796
西葛西,6.66,6.97,8.14,11.92,,8.67,12.13,,,14.78,,,13.0,139.859259,35.664631
葛西,6.75,6.96,8.37,10.36,9.05,9.11,13.02,,,14.63,,,13.0,139.872458,35.663554
浦安,6.33,6.77,7.3,10.16,7.23,8.53,,,,,,,12.0,139.893193,35.665932
南行徳,5.67,6.73,7.06,9.85,7.18,7.86,10.94,,,13.26,,,12.0,139.902311,35.672686999999996
行徳,6.15,6.66,7.02,9.3,,8.49,10.74,,,13.28,,,12.0,139.914254,35.682686
妙典,6.62,6.38,8.02,9.84,6.7,9.19,11.78,,11.57,13.23,,,12.0,139.92420900000002,35.690934999999996
原木中山,6.23,5.87,6.93,9.06,,7.23,10.39,,8.18,10.75,,,12.0,139.942029,35.703517
和光市,6.86,6.14,7.8,10.45,7.14,8.46,14.18,,,18.39,,,11.0,139.612434,35.788507
地下鉄成増,6.3,6.78,8.65,11.66,6.93,8.79,13.09,,11.22,16.0,,,13.0,139.631497,35.776557000000004
地下鉄赤塚,6.22,7.3,7.5,12.41,8.46,9.06,13.18,,10.99,,,,13.0,139.644021,35.769939
平和台,6.38,7.18,8.96,11.2,,9.46,13.58,,11.84,,,,13.0,139.653762,35.757863
氷川台,6.1,7.18,8.94,11.44,8.43,9.15,13.66,,,,,,13.0,139.66556699999998,35.74955
小竹向原,6.64,7.68,8.59,12.71,7.66,10.02,14.05,,,,,,13.0,139.678572,35.743803
千川,6.7,7.37,9.02,12.08,7.73,10.61,14.04,,,,,,13.0,139.689271,35.738229
要町,6.84,8.52,10.16,13.32,8.65,11.26,19.61,,,,,,13.0,139.698715,35.73323
東池袋,7.29,8.94,12.03,15.06,11.82,11.94,21.69,,,,,,13.0,139.719546,35.725732
護国寺,7.6,8.03,10.07,15.58,13.98,11.78,18.51,,,40.55,,,13.0,139.72754,35.719044
江戸川橋,8.7,9.32,11.91,15.88,11.75,12.82,24.0,,,36.42,,,13.0,139.73353799999998,35.709495000000004
麹町,13.03,12.91,17.43,23.5,,,39.28,,,,,,13.0,139.73761299999998,35.684006
永田町,,12.67,14.92,28.79,,,82.93,,,,,,13.0,139.740258,35.678757
桜田門,,,,,,,,,,,,,13.0,139.75149,35.677405
銀座一丁目,16.0,11.1,,18.88,15.5,,,,,,,,13.0,139.767045,35.67435
新富町,10.31,10.45,13.95,18.04,,16.31,26.22,,,35.3,,,13.0,139.77371100000002,35.670462
月島,10.55,10.53,12.51,16.88,,16.04,24.43,,,29.53,,,13.0,139.784233,35.664871000000005
豊洲,12.3,9.93,15.12,17.23,,,23.73,,,27.53,,,13.0,139.79621,35.654908
辰巳,14.46,10.88,13.6,16.59,,,17.38,,,23.94,,,13.0,139.81052,35.645576
新大塚,8.37,8.56,10.44,14.61,11.2,11.62,20.2,,,22.71,,,13.0,139.729971,35.72569
茗荷谷,8.51,8.58,10.68,17.08,,16.36,25.26,,,31.86,,,13.0,139.737184,35.716989
後楽園,10.04,9.17,12.69,16.83,,20.05,28.76,,23.23,42.68,,,13.0,139.75186399999998,35.707898
本郷三丁目,9.94,10.06,12.78,18.44,,11.98,24.96,,,,,,13.0,139.75991399999998,35.706671
淡路町,10.22,10.29,14.53,17.96,,,26.61,,21.0,,,,13.0,139.767575,35.695434000000006
銀座,13.72,12.03,14.0,21.05,15.3,,33.42,,,,,,13.0,139.76396499999998,35.671989
霞ケ関,,9.95,,,,,,,,,,,13.0,139.750899,35.673838
国会議事堂前,13.2,,,21.9,,,,,,,,,13.0,139.745219,35.67393
赤坂見附,14.53,12.28,15.07,22.8,13.48,,44.11,,,,,,13.0,139.737047,35.677021
四谷三丁目,9.84,10.36,12.97,18.28,,14.77,25.15,,,42.75,,,13.0,139.720103,35.687958
新宿御苑前,11.0,10.88,14.23,19.87,,,28.01,,,37.06,,,13.0,139.71069,35.688588
新宿三丁目,10.29,11.23,14.38,24.26,12.75,,28.25,,,42.54,,,13.0,139.704895,35.690847
西新宿,11.33,10.39,13.29,24.29,,,31.27,,,40.77,,,13.0,139.692778,35.694297999999996
中野坂上,7.63,9.62,11.93,14.37,10.43,12.44,21.08,,,25.97,,,13.0,139.68291000000002,35.69792
新中野,7.56,8.41,11.24,13.81,10.49,11.33,16.69,,,,,,13.0,139.66903,35.697491
東高円寺,7.49,8.33,9.87,15.95,9.45,12.76,19.52,,,22.63,,,13.0,139.657822,35.697802
新高円寺,6.94,8.35,10.15,14.9,9.83,12.23,19.7,,,,,,13.0,139.648068,35.697984999999996
南阿佐ケ谷,6.41,8.02,10.27,13.74,9.49,11.75,17.64,,,,,,13.0,139.63576,35.699624
中野新橋,7.59,8.56,10.86,17.0,10.06,12.74,19.34,,,,,,13.0,139.67399699999999,35.692122999999995
中野富士見町,7.36,8.23,11.03,16.23,10.18,10.57,18.74,,,25.3,,,13.0,139.666933,35.690514
方南町,6.46,8.45,11.54,14.48,10.82,11.82,17.47,,,,,,13.0,139.656498,35.683496000000005
三ノ輪,7.42,8.3,9.76,13.39,9.96,10.38,15.87,,,19.77,,,13.0,139.79148500000002,35.729623
入谷,7.96,9.31,10.46,14.73,10.38,10.15,18.43,,,22.53,,,14.0,139.391913,35.478478
仲御徒町,9.92,10.45,13.99,16.09,,18.64,24.39,,,,,,13.0,139.77613799999997,35.706649
小伝馬町,11.56,9.66,14.57,17.6,,,23.87,,,34.03,,,13.0,139.778433,35.690737
人形町,10.51,9.72,14.04,18.68,14.28,17.25,23.98,,,32.02,,,13.0,139.782285,35.686307
築地,11.06,10.23,13.43,17.81,14.13,17.35,27.28,,,32.66,,,13.0,139.772603,35.668115
東銀座,12.05,11.47,14.47,19.6,,,28.26,,,,,,13.0,139.767253,35.669464000000005
日比谷,,,,,,,,,,,,,13.0,139.76017,35.67459
虎ノ門ヒルズ,13.15,11.52,,,,,28.0,,,,,,13.0,139.747778,35.667444
神谷町,13.57,12.67,16.18,31.8,,,49.62,,,91.37,,,13.0,139.745069,35.662978
六本木,13.36,12.69,15.56,25.0,,16.59,40.1,,,72.8,,,13.0,139.73144299999998,35.662836
広尾,12.25,11.5,14.12,22.62,,,37.65,,,41.85,,,13.0,139.722202,35.652279
中目黒,10.96,12.21,13.82,22.39,,16.4,31.99,,,32.5,,,13.0,139.698621,35.643854
北綾瀬,5.34,7.02,7.28,8.7,7.39,8.62,10.27,,9.28,,,,13.0,139.83203500000002,35.777117
町屋,6.36,7.24,8.25,11.97,9.16,10.86,13.25,,,,,,13.0,139.781499,35.742354
千駄木,7.46,8.24,9.18,15.6,8.79,11.87,21.92,,,25.3,,,13.0,139.763243,35.725549
根津,7.94,9.13,11.26,15.38,,11.72,21.11,,,,,,13.0,139.765655,35.7174
湯島,10.4,9.93,11.78,17.44,,,26.15,,,,,,13.0,139.769916,35.708242999999996
新御茶ノ水,9.04,10.72,14.04,18.6,,,,,,,,,13.0,139.76601399999998,35.698071999999996
二重橋前,,,,,,,,,,,,,13.0,139.761948,35.681071
赤坂,13.79,12.77,16.31,23.06,14.01,21.98,32.15,,,90.0,,,13.0,139.738348,35.67323
乃木坂,13.04,12.71,13.26,24.54,,,37.96,,,46.56,,,13.0,139.726215,35.666571999999995
表参道,16.76,13.5,17.59,28.09,,,47.43,,,65.61,,,13.0,139.712314,35.665246999999994
明治神宮前,15.77,14.03,18.45,26.81,,,49.07,,,,,,,,
代々木公園,11.13,9.26,13.69,20.57,,,28.76,,,49.29,,29.8,13.0,139.689099,35.669187
代々木上原,9.41,9.45,13.56,18.88,,15.2,25.28,,,41.67,,,13.0,139.680153,35.669159
赤羽岩淵,7.27,8.18,9.68,13.29,8.01,10.69,13.77,,14.64,15.27,,,13.0,139.722103,35.783417
志茂,6.07,7.09,8.68,10.94,8.3,9.98,14.64,,18.3,,,,13.0,139.732599,35.777947999999995
王子神谷,6.41,7.92,8.91,13.46,7.71,9.61,17.28,,,,,,13.0,139.73593300000002,35.765172
西ケ原,6.24,7.45,9.68,12.5,6.62,11.18,14.24,,,,,,13.0,139.742322,35.746008
本駒込,7.99,8.6,10.46,15.56,9.99,12.37,24.33,15.15,,,,,13.0,139.753828,35.724154999999996
東大前,8.54,8.8,12.78,15.27,,17.16,20.75,,,,,,13.0,139.758025,35.717633
溜池山王,16.06,11.72,16.48,23.99,,,36.42,,,,,,13.0,139.741419,35.673621000000004
六本木一丁目,14.87,14.68,16.61,28.23,,,43.68,,,95.2,,,13.0,139.739,35.665595
麻布十番,13.52,12.82,14.59,25.37,12.64,16.15,40.45,,,67.94,,,13.0,139.737051,35.654682
白金高輪,11.5,10.55,14.32,19.88,,17.6,28.88,,,40.95,,,13.0,139.734104,35.642903000000004
白金台,12.0,12.12,14.16,20.63,16.35,,35.04,,,33.98,,,13.0,139.726133,35.637917
浅草,8.19,9.42,10.57,15.27,10.41,10.94,20.2,,13.63,21.02,,,13.0,139.798214,35.711883
田原町,9.38,9.79,12.91,16.85,10.95,18.76,22.0,,,,,,13.0,139.790897,35.709897
稲荷町,9.03,9.73,11.92,15.91,,,21.66,,,,,,13.0,139.782593,35.711273
上野広小路,9.87,9.37,,17.51,,,27.36,,,,,,13.0,139.772877,35.707679999999996
末広町,10.96,10.36,13.68,16.13,13.6,,24.01,,,,,,13.0,139.77171299999998,35.702971999999995
三越前,10.7,11.04,13.87,17.77,,,24.03,,,32.8,,,13.0,139.773594,35.687101
京橋,9.59,10.12,13.62,17.69,,,,,,,,,13.0,139.770126,35.676856
虎ノ門,12.61,11.17,15.01,,,,43.97,,,,,,13.0,139.749832,35.670235999999996
青山一丁目,12.11,13.68,12.24,27.68,,,53.02,,,46.33,,,13.0,139.72415900000001,35.672765000000005
外苑前,15.42,15.07,19.07,26.3,,,41.71,,,,,,13.0,139.717857,35.670527
半蔵門,12.22,12.38,17.07,23.94,,20.5,35.17,,,78.0,,,13.0,139.74163000000001,35.685703000000004
神保町,10.7,10.8,14.13,22.07,,,27.37,,,,,,13.0,139.757606,35.695966
水天宮前,10.45,9.53,11.78,18.61,11.97,13.92,23.94,,,30.47,,,13.0,139.785377,35.682683000000004
清澄白河,8.42,9.31,11.56,13.4,10.52,11.36,19.13,,,,,,13.0,139.798851,35.682105
住吉,8.26,8.96,11.27,15.09,9.42,11.14,17.38,,,18.81,,,13.0,139.815681,35.689073
押上,7.9,9.23,11.13,15.06,10.24,14.01,17.92,,,18.13,,,,,
雑司が谷,7.19,8.51,11.53,14.22,10.58,11.86,21.68,,,24.83,,,13.0,139.714795,35.720233
西早稲田,8.0,9.59,11.51,16.27,,12.56,20.43,,,19.96,,,13.0,139.709101,35.708242
東新宿,9.11,9.9,11.73,18.58,11.67,,19.44,,,25.83,,,13.0,139.707593,35.698915
北参道,11.56,11.03,12.69,20.88,,,36.42,,,41.4,,,13.0,139.705453,35.678459000000004
代官山,12.28,12.78,13.55,25.3,16.88,16.11,36.38,,,,,,13.0,139.703284,35.648193
祐天寺,8.42,10.04,10.83,15.65,11.35,,25.14,,,30.17,,,13.0,139.69075800000002,35.637163
学芸大学,9.4,9.37,11.61,15.16,,13.58,21.07,,,28.0,,,13.0,139.68522,35.628786
都立大学,9.84,9.21,12.71,15.56,,17.57,20.55,,,,,,13.0,139.676393,35.617835
自由が丘,9.38,9.56,12.43,17.58,10.08,14.05,24.62,,,,,,13.0,139.66866399999998,35.607224
田園調布,8.15,8.25,9.97,14.24,,,20.11,,,,,,13.0,139.667356,35.596815
多摩川,9.12,7.78,10.31,12.89,,11.6,,,,28.63,,,13.0,139.668723,35.589591
新丸子,6.91,7.92,9.9,13.69,7.76,10.43,19.56,,,,,,14.0,139.66196399999998,35.580490000000005
元住吉,7.0,7.43,8.72,12.25,10.2,10.47,15.53,,,,,,14.0,139.654668,35.565698
日吉,6.17,6.81,7.53,10.56,6.96,9.69,16.83,,,,,,14.0,139.646944,35.5539
綱島,6.32,6.75,8.17,13.93,,9.36,15.96,,,17.13,,,14.0,139.63491000000002,35.536906
大倉山,6.97,6.52,9.09,11.39,8.8,9.66,,,11.3,,,,14.0,139.629808,35.52243
妙蓮寺,5.56,6.2,,10.92,6.4,7.9,12.9,,,,,,14.0,139.633194,35.498779
白楽,5.42,6.25,7.71,11.45,,9.07,,,12.45,,,,14.0,139.627875,35.489554999999996
東白楽,5.27,6.35,7.68,11.79,7.46,8.75,,,12.45,,,,14.0,139.62936399999998,35.483523
反町,6.71,7.56,8.56,11.88,,,16.48,,,,,,14.0,139.625337,35.474740000000004
池尻大橋,9.66,10.88,12.13,17.32,,12.95,35.07,,,92.77,,,13.0,139.684319,35.650603000000004
三軒茶屋,9.21,9.84,11.32,17.66,,13.26,24.02,,,27.0,,,13.0,139.670156,35.643716
駒沢大学,9.19,8.87,10.41,17.1,,13.06,23.65,,,21.79,,,13.0,139.661702,35.633471
桜新町,8.82,9.02,10.87,14.16,,,22.24,,,27.56,,,13.0,139.644779,35.631665999999996
用賀,7.98,8.88,10.43,14.42,,,21.19,,,29.22,,,13.0,139.633928,35.626436
二子玉川,6.65,8.36,9.39,16.67,,,,,,,,,13.0,139.626685,35.611788
二子新地,6.78,7.62,7.71,12.09,,11.55,,,,,,,14.0,139.62233799999998,35.606994
高津,7.23,7.37,8.77,12.47,7.6,11.0,12.92,,,17.72,,,14.0,139.61693400000001,35.603248
溝の口,7.38,7.62,9.56,12.01,,,12.59,,,17.34,,,14.0,139.610487,35.59984
梶が谷,6.71,6.89,7.73,12.21,,8.18,11.76,,,,,,14.0,139.605885,35.593963
宮崎台,6.01,6.58,7.16,9.96,,10.5,12.6,,9.03,18.45,,,14.0,139.59131299999999,35.587228
宮前平,6.19,7.11,,10.3,7.33,9.36,13.77,,10.5,14.44,,,14.0,139.581983,35.584951000000004
鷺沼,5.91,7.77,7.88,10.74,,8.28,13.49,,10.46,13.37,,,14.0,139.57326799999998,35.579762
たまプラーザ,8.07,7.2,,13.45,,8.77,18.28,,,22.84,,,14.0,139.558447,35.577427
あざみ野,6.87,7.51,,9.6,,7.82,15.11,,,20.2,,,14.0,139.55346200000002,35.568645000000004
江田,6.84,6.78,6.5,9.03,,8.05,,,,15.16,,,14.0,139.551518,35.558671000000004
市が尾,6.71,6.82,,9.31,,7.8,10.23,,,,,,14.0,139.541496,35.551483000000005
藤が丘,6.11,6.37,,9.14,,,11.57,,9.27,10.01,,,14.0,139.527655,35.543454
青葉台,6.04,6.31,12.43,12.5,,8.04,13.89,,,18.11,,,14.0,139.517376,35.542854999999996
田奈,5.65,5.78,,9.81,,6.46,,,,,,,14.0,139.504855,35.536204
つくし野,,,,,,,,,,,,,13.0,139.485139,35.527559000000004
すずかけ台,5.5,6.2,,,,,,,,,,,13.0,139.481684,35.517094
南町田グランベリーパーク,5.41,5.26,,,,7.56,,,,,,,13.0,139.470318,35.511502
つきみ野,,5.23,,7.85,,7.3,,,8.6,11.22,,,14.0,139.458651,35.510546000000005
中央林間,4.76,5.44,5.11,9.77,,7.08,11.5,,,11.25,,,14.0,139.444105,35.508066
大崎広小路,11.0,8.48,12.11,16.8,11.53,,19.81,,,,,,13.0,139.72233899999998,35.622244
戸越銀座,8.67,9.39,11.23,15.06,8.56,13.82,20.9,,,,,,13.0,139.714862,35.615928000000004
荏原中延,8.14,8.97,10.96,13.43,,,15.57,,16.0,,,,13.0,139.712196,35.610056
旗の台,7.88,8.12,9.76,13.6,10.03,11.69,,,,,,,13.0,139.70228600000002,35.604923
長原,7.85,8.25,9.42,14.7,,11.59,15.33,,,18.0,,,13.0,139.697881,35.60219
洗足池,6.47,7.45,8.99,13.94,,11.03,17.64,,,,,,13.0,139.690896,35.599647999999995
石川台,7.34,7.71,9.07,12.72,9.86,10.92,16.23,,14.04,22.65,,,13.0,139.68506299999999,35.596888
雪が谷大塚,6.85,7.7,9.14,12.81,9.2,10.46,,,,,,,13.0,139.681083,35.592038
御嶽山,7.11,7.69,,12.72,,9.96,15.73,,,,,,13.0,139.682473,35.585236
久が原,6.87,7.69,,13.09,,9.9,14.94,,,,,,13.0,139.685678,35.579499
千鳥町,6.75,7.52,9.04,13.22,,9.57,,,,,,,13.0,139.69142,35.572983
池上,7.36,7.91,10.03,11.52,10.56,14.07,13.99,,,,,,13.0,139.702822,35.572025
蓮沼,7.32,8.61,10.98,13.79,9.25,10.3,15.31,,,17.36,,,13.0,139.708544,35.564173
下神明,7.46,8.49,11.25,14.87,,,22.29,,,,,,13.0,139.726256,35.608703999999996
戸越公園,8.25,8.56,11.57,14.15,10.3,11.73,18.31,,,,,,13.0,139.718159,35.608856
中延,8.08,8.67,10.61,13.71,8.81,11.2,17.8,,,,,,13.0,139.712526,35.605709999999995
荏原町,7.74,8.29,8.62,14.28,9.3,11.13,16.49,,,,,,13.0,139.707571,35.60382
北千束,8.49,7.93,11.05,14.17,10.4,11.35,19.35,,,30.22,,,13.0,139.69330300000001,35.606311
大岡山,8.37,8.63,10.81,15.8,11.8,13.12,20.26,,,,,,13.0,139.685909,35.607456
緑が丘,7.86,8.58,11.72,15.26,9.0,14.63,21.67,,,29.01,,,13.0,139.679482,35.60638
九品仏,8.29,8.15,9.18,15.28,,,17.49,,,,,,13.0,139.660992,35.60538
尾山台,9.34,8.25,9.76,14.02,,11.08,20.26,,,23.3,,,13.0,139.653862,35.606971
等々力,9.17,7.99,9.11,13.2,,12.5,20.93,,,,,,13.0,139.64793799999998,35.608369
上野毛,6.41,8.04,8.4,13.73,,,19.27,,,,,,13.0,139.638917,35.611957000000004
不動前,9.48,9.5,11.77,19.18,12.57,,23.12,,,34.43,,,13.0,139.71469,35.626526
武蔵小山,9.18,9.14,11.59,16.09,14.62,15.24,20.75,,,27.4,,,13.0,139.704524,35.620538
西小山,8.67,8.69,11.05,14.2,9.99,12.05,16.58,,,,,,13.0,139.698694,35.615455
洗足,8.24,8.1,9.98,12.96,10.71,11.77,19.4,,,,,,13.0,139.694367,35.61043
奥沢,7.19,9.04,11.48,15.47,10.32,14.04,21.55,,,,,,13.0,139.672355,35.603947
沼部,6.95,7.68,9.91,12.3,,11.39,15.08,,,17.13,,,13.0,139.67326,35.582526
鵜の木,6.69,7.87,8.66,12.92,,,,,,,,,13.0,139.680554,35.575452
下丸子,6.82,7.89,7.96,12.31,,,,,,,,,13.0,139.685576,35.571397
武蔵新田,6.86,7.57,8.86,11.2,8.35,10.01,13.98,,,,,,13.0,139.692506,35.567806
矢口渡,6.89,7.95,9.08,12.09,,11.35,15.83,,,17.88,,,13.0,139.700389,35.562462
西太子堂,7.59,9.92,10.0,16.42,,12.69,23.17,,,,,,13.0,139.666382,35.644545
若林,6.86,8.61,9.93,13.25,,,24.78,,,33.25,,,13.0,139.65991100000002,35.645933
松陰神社前,7.49,8.34,9.58,13.91,,12.96,22.43,,,,,,13.0,139.655211,35.643947
世田谷,7.29,8.08,9.32,13.18,,11.54,20.58,,,,,,13.0,139.650945,35.643564000000005
上町,6.48,7.51,8.38,13.15,8.43,11.3,21.8,,,18.48,,,13.0,139.646276,35.643656
宮の坂,6.32,6.91,9.68,14.26,,,,,,,,,13.0,139.64494,35.647508
山下,6.25,7.45,8.2,16.82,9.52,11.08,,,,,,,13.0,139.646509,35.653844
松原,7.01,6.99,,13.15,,9.94,15.5,,,,,,13.0,139.642,35.660047999999996
下高井戸,6.24,7.24,9.05,14.25,9.62,10.32,19.73,,,,,,13.0,139.641372,35.66615
椎名町,6.88,8.13,9.84,13.21,8.5,10.97,,,,23.89,,,13.0,139.69436299999998,35.726572
東長崎,6.47,7.84,8.73,12.97,,10.35,,,,23.86,,,13.0,139.683294,35.73003
江古田,6.81,6.97,10.51,11.31,,10.2,,,,,,,13.0,139.672814,35.737557
桜台,6.54,7.45,8.5,11.69,9.01,10.73,12.53,,,,,,13.0,139.662602,35.738797
練馬,6.73,7.6,9.51,12.32,8.9,10.91,16.25,,,,,,13.0,139.654368,35.737893
中村橋,6.33,7.04,8.48,11.4,7.24,13.57,,,,,,,13.0,139.63745600000001,35.736767
富士見台,5.8,6.98,7.93,11.06,,9.78,13.29,,,,,,13.0,139.62968999999998,35.735867
練馬高野台,6.18,6.43,9.52,10.7,,9.36,14.73,,,14.76,,,13.0,139.616749,35.740621999999995
石神井公園,6.77,6.98,8.91,12.43,,8.73,15.16,,,,,,13.0,139.60698100000002,35.743563
大泉学園,6.32,7.01,7.94,10.03,,,13.38,,,,,,13.0,139.586732,35.749406
保谷,4.89,6.21,6.6,11.93,,,12.11,,9.6,13.74,,,13.0,139.567753,35.748222
ひばりヶ丘,5.47,6.63,8.23,8.48,,7.66,,,,,,,13.0,139.545852,35.751484999999995
東久留米,4.78,5.79,8.16,,,7.98,10.37,,,14.64,,,13.0,139.533739,35.760445000000004
清瀬,4.93,5.89,,9.05,,,10.96,,,,,,13.0,139.519917,35.772221
秋津,5.3,5.64,,9.0,,6.35,8.05,,,,,,13.0,139.49653899999998,35.778614000000005
所沢,4.81,5.4,6.22,8.29,,6.94,11.9,,8.34,,,,11.0,139.473324,35.786627
西所沢,5.3,5.41,,7.76,,6.17,,,,,,,11.0,139.455959,35.789303000000004
小手指,3.88,6.17,,9.3,,5.99,7.94,,,,,,11.0,139.438016,35.800534999999996
狭山ヶ丘,4.37,5.16,,7.03,,5.48,7.46,,,8.44,,,11.0,139.416975,35.810445
武蔵藤沢,,5.02,,7.45,,5.18,7.43,,,,,,11.0,139.41273600000002,35.820963
稲荷山公園,,,,,,,,,,,,,11.0,139.39842,35.845112
